,date,reviews,star,sentiment
4674,2021-07-15,"Alternativa barata pra quem quer melhorar um pouco a postura durante o uso do notebook. O meu chegou um pouco torto, mas como ele é todo móvel, deu pra ajustar para que o notebook não ficasse torto. Só dá um pouco de agonia pq as pernas não ficam simétricas. O notebook ganhou um suporte e eu ganhei mais uma coisa pra tratar na terapia.",4,positive
4675,2021-07-16,"O produto aparenta ser bem frágil, mas cumpre bem aquilo que propõe. Demora um pouco até acertar a posição psra o suporte não ficar ""manco"", mas entendido isso funciona bem.",5,positive
4676,2021-07-16,"Todo torto, mto alto, de um tipo de regulagem...",1,negative
4677,2021-07-16,"Cumpre o prometido, bom material. Não utilizo para digitação, apenas como plataforma de elevação, e digito num teclado Wi-Fi.",5,positive
4678,2021-07-16,Cumpre bem a função. O fato de ser dobrável faz com que caiba perfeitamente numa pasta para notebook,5,positive
4679,2021-07-16,Muito bom o produto.,5,positive
4680,2021-07-16,Resolveu meu problema de altura visual,5,positive
4681,2021-07-16,Um excelente produto,5,positive
4682,2021-07-16,"Olha, estou recomendando para todos os meus amigos. Se duvidar, foi a melhor aquisição desse ano. Qualidade de vida e conforto pro trabalho.",5,positive
4683,2021-07-16,"Produto ótimo, muito bom! E a entrega super rápida! Recomendo",5,positive
4684,2021-07-16,VideoPlayeris loading.,3,negative
4685,2021-07-16,"Não gostei, achei muito instável, as dobras são bem frouxas. Vale a pena pesquisar outro por este preço.",2,negative
4686,2021-07-17,"Bom, mas gostaria que tivesse ajustes de altura",4,positive
4687,2021-07-17,Encaixe perfeito.,5,positive
4688,2021-07-17,Produto de qualidade. Gostei muito. O note ficou numa altura perfeita e muito firme. Vale a pena investir um pouquinho para nao ficar com dor no pescoço por deixar o note na mesa.,5,positive
4689,2021-07-17,Qualidade de vida ! Gostando muito desta minha compra!,5,positive
4690,2021-07-17,"Praticidade, ocupada pouco  e fácil de levar para qualquer lugar",3,negative
4691,2021-07-17,"Produto de excelência para quem deseja ergonomia, pois realmente contribui para melhorar a postura corporal durante o uso do notebook e a manter uma adequada distância dos olhos para tela, além de ter ótimo ajuste de altura. Ademais, tem se mostrado resistente e é bastante discreto. Há um leve desnível, mas com pequenos ajustes diários, durante a prática no uso, ficou bem estável. Comprei sem muitas expectativas, achei que fosse frágil pela aparência, mas me surpreendeu de forma muito positiva, compraria novamente sem qualquer dúvida e vou indicar a familiares e amigos. Para mim, valeu cada centavo.",5,positive
4692,2021-07-17,"Compre logo meus ""caros""....",5,positive
4693,2021-07-17,"Produto encaixou bem na notebook  de 14""",5,positive
4694,2021-07-17,Produto atendeu às expectativas! Funcional e tornou a experiência de uso do notebook muito melhor. Recomendo!,5,positive
4695,2021-07-18,Material do produto é bom. Achei um pouco instável + pelo valor não tenho que reclamar.Fácil de dobrar e da para ajustar bem a posição que necessitar.,5,positive
4696,2021-07-18,Tende bem o basico,4,positive
4697,2021-07-18,Muito instável,3,negative
4698,2021-07-19,"O suporte é bom.. mas a impressão é que um dos lados não fixa tão bem, começou a descer e sair um pouco de posição. Mas se você coloca no lugar e não altera muito, acho que não teremos problema.",4,positive
4699,2021-07-19,O alinhamento é um pouco difícil de consegui,3,negative
4700,2021-07-19,"Se você tem um notebook de 15,6 polegadas, não recomendo este suporte, é muito arriscado colocar seu notebook nele. Os pés do suporte ficam flutuando, e se você ficar ajustando toda hora, as conexões irão ficar frouxas, tornando arriscado usar seu notebook com ele. Não recomendo.",1,negative
4701,2021-07-19,"Fácil de dobrar, gostei da estabilidade, e ficou mt bom p usar o notebook.",5,positive
4702,2021-07-19,produto entortou com poucas semanas de uso,1,negative
4703,2021-07-19,"A altura e excelente para visualização, não cansa a vista.Porém o produto veio um pouco torto porque forçaram a caixa na embalagem para caber todos os produtos no envio.",4,positive
4704,2021-07-19,"Gostei bastante, ainda mais que consigo que trabalho carregando meu notebook para todos os lados. Ele me ajudou a parar com as minhas dores no pescoço.Carrego ele na mochila, é bem leve e faço isso tranquilo.Chegou rápido e tem uma ótima qualidade.",5,positive
4705,2021-07-19,Fica bem alto. Não da para usar o teclado do notebook. Mas é exatamente o que eu queria.,5,positive
4706,2021-07-19,Satisfeito com o produto e também seu prazo de entrega,4,positive
4707,2021-07-19,Estabilidade relativo porque veio empenado.O designe é bom mas o material está sujeito a empenamento. Esse veio assim !,4,positive
4708,2021-07-19,Material Fraco,1,negative
4709,2021-07-19,"O produto é simples, ajuda na ergonomia e possui preço acessível. Porém o ajuste é muito ruim, é difícil achar a posição ideal para que fique estável.",3,negative
4710,2021-07-19,"Cumpre seu papel, mas não é muito firme e tem alguma limitação quanto às opções de inclinação e altura. Mas para quem quer algo simples, vale pelo custo-benefício.",4,positive
4711,2021-07-19,"Me atendeu e serve muito bem, excelente para correção de postura, muito bem feito e prático.",5,positive
4712,2021-07-20,Muito prático!,5,positive
4713,2021-07-20,Atendeu minhas expectativas dentro do custo benefício ofertado.,5,positive
4714,2021-07-20,"Tem que ser um mestre do equilíbrio para conseguir harmonizar o peso nesse suporte.O material é de boa qualidade, mas qualquer movimento faz com que as barras desçam.",1,negative
4715,2021-07-20,"gostei bastante do produto, é barato e tem qualidade... serviu perfeitamente no meu notebook 15'6"".",5,positive
4716,2021-07-20,Infelizmente veio com uma perninha solta,1,negative
4717,2021-07-20,"Não gostei, ele demorou um pouco para nivelar a altura do PC. Ainda agora depois de alguns dias de uso ele não fica uniforme.",2,negative
4718,2021-07-20,Produto atendeu a necessidade.,5,positive
4719,2021-07-20,"Produto excelente, prático!",5,positive
4720,2021-07-21,"Pouco utilizado, mas por enquanto me parece ser muito bom.",5,positive
4721,2021-07-21,"então, eu não sei se não soube montar de maneira correta, acho que pelo valor é ok, porem, meio instavel, parece que as pernas são meio tortas, não curti mto, foi mais um quebra galho...",4,positive
4722,2021-07-21,Produto  excelente gostei muito e chegou antes do previsto,5,positive
4723,2021-07-21,"Muito prático e resistente, mas pode ser um pouquinho instável a depender do modelo de notebook.",5,positive
4724,2021-07-21,"Meu notebook ficou bem posicionado sem precisar ajustar, qualidade do material é bem firme e confortável que não prejudica a integridade do seu aparelho, excelente a empresa por ter criado um produto com material de qualidade!",5,positive
4725,2021-07-21,O produto não tem firmeza e deixa o notebook tombando toda hora,2,negative
4726,2021-07-21,"Me surpreendi com a qualidade do produto! Confesso que esperava bem menos, porém o produto é resistente, suporta bem o peso do notebook, não escorrega. Recomendo super!!ótimo custo-benefício",5,positive
4727,2021-07-22,"É prático mas não tem boa estabilidade. Dentre os que utilizei é intermediário. Se a ideia é utilizar o teclado do note com ele, desencorajo, mas com um teclado externo, fica perfeito.",3,negative
4728,2021-07-22,"O SUPORTE PARA NOTEBOOK É UM ÓTIMO PRODUTO, RECOMENDO PARA TODOS QUE DESEJAM UTILIZAR O SEU NOTEBOOK DE FORMA BEM ANATÔMICA E COM A POSTURA MAIS CONFORTÁVEL. ESTE PRODUTO AJUDA NA VENTILAÇÃO E RESFRIAMENTO DO NOTEBOOK, FÁCIL DE TRANSPORTAR E DE DESMONTAR E REMONTÁ-LO. TEM BORRACHAS QUE NÃO DERRAPAM O QUE DÁ MELHOR ESTABILIDADE SOBRE SUPERFÍCIES LISAS. É UMA ÓTIMA AQUISIÇÃO! ERGONOMIA PARA UM MELHOR DESENPENHOE PRODUTIVIDADE NO TRABALHO NESTES TEMPOS DE HOME-OFFICE!",5,positive
4729,2021-07-22,"Excelente produto, bem o que eu esperava. Chegou super rápido.",5,positive
4730,2021-07-22,Produto de excelente qualidade e praticidade. Atende bem à sua finalidade.,5,positive
4731,2021-07-22,O produto é bem prático. O material é bom. Poderia ser mais estável o seu designer.,4,positive
4732,2021-07-22,Atende as expectativas.,4,positive
4733,2021-07-22,"Sim, bastante prático.",5,positive
4734,2021-07-22,Fácil montagem e cumpre o prometido,5,positive
4735,2021-07-22,"NÃO RECOMENDO, TEM QUE COMPRAR ALGUMA COISA PARA FICAR RETO, UM LADO FICA MAIOR QUE O OUTRO.",2,negative
4736,2021-07-22,Mediano,3,negative
4737,2021-07-22,Péssimo  produto.Ha melhores opções e  a precos  competitivos.,1,negative
4738,2021-07-22,"Simples, porém estável e sem ocupar muito espaço na mesa. Fácil de guardar. Uma ótima relação custo-benefício!",5,positive
4739,2021-07-22,Gostei do produto,5,positive
4740,2021-07-22,muito boa,5,positive
4741,2021-07-22,inútil,1,negative
4742,2021-07-23,O produto não fica muito estável e o notebook fica torto.,3,negative
4743,2021-07-23,Fácil dobrar e não ocupa espaco,5,positive
4744,2021-07-23,"Muito bom!!!! Super prático e muito essencial, super recomendo 😻😻😻",5,positive
4745,2021-07-23,"Suporte é bom, porém bem simples, merecia ser mais barato. Com relação a entrega da Amazon, não tem o que reclamar.",4,positive
4746,2021-07-23,"Atendeu as minhas expectativas, ótimo produto com custo benefício",5,positive
4747,2021-07-23,Depois de ajustado não pode mexer. As pernas são bem molengas e se precisar ajustar novamente é meio chato.,4,positive
4748,2021-07-23,"Tá jogado aqui em casa , não segura nem o tablet. Sem uso dinheiro jogado fora",1,negative
4749,2021-07-24,"Amei o produto, era exatamente o que eu estava procurando. Quando chegou e eu coloquei o notebook, pensei que o meu tinha vindo com o mesmo problema que o pessoal descreve: desnivelado e bambo, como se fosse um lado mais alto que o outro. Porém é realmente só saber ajustar, demorei um pouco, mas consegui e agora está perfeito! Meu notebook é um lenovo l340, e ficou perfeito o tamanho e altura. Super recomendo.",5,positive
4750,2021-07-24,"Produto muito bom e prático, aparentemente um dos lados veio um pouco menor q o outro mas é coisa de centímetros q não atrapalha em nada, tive apenas que subir uma das pernas um pouco e ficou perfeito.",5,positive
4751,2021-07-24,Equipamento confortavel.,5,positive
4752,2021-07-24,Muito útil porém o lado esquerdo do produto está bambo.,3,negative
4753,2021-07-24,Muito Bom,5,positive
4754,2021-07-24,"Apesar de o suporte ter um design simples, o material em si é bem resistente e é bem ergonômico. Portanto, indico o produto.",5,positive
4755,2021-07-24,"Produto veio todo torto e desenquadrado, notei que era uma reclamação comum, mas como a média de avaliações estava alta resolvi arriscar. Me arrependi. E pelo custo não compensa nem devolver...",1,negative
4756,2021-07-24,"Chegou muito rápido, bem embalado. Está de acordo com a descrição. Já utilizo a mais de um ano e atende às expectativas. ótimo.",5,positive
4757,2021-07-24,comprei gostei e recomendo,5,positive
4758,2021-07-24,Excelente!,5,positive
4759,2021-07-24,Muito bom,5,positive
4760,2021-07-24,Preciso sempre 'desempenar' o suporte para utilizá-lo. O ajuste não se mantém.,5,positive
4761,2021-07-24,Recomendo,5,positive
4762,2021-07-25,Gostei bastante! Fácil de dobrar e tem várias maneiras de usar. Ótimo pra quem quer deixar o note mais alto pra evitar problemas de coluna.,5,positive
4763,2021-07-25,Ótimo,5,positive
4764,2021-07-25,"Parece servir bem para notebooks pequenos. Para o meu que não é dos menores, ficou instável e desconfortável, as posições das hastes não ficam muito firmes, o aparelho escorrega. Só consigo alguma estabilidade se deixar a tela alta demais.",2,negative
4765,2021-07-25,"Escolhi por ser o mais em conta e não valeu a pena, vou ter que gastar com um que atenda a função necessária, o produto e instável, a regulação é péssima, nunca fica bem equilibrado. Dá para quebrar o galho, mas não é bom!",1,negative
4766,2021-07-25,"O suporte é bem firme e fácil de ajustar. Não tem uma variedade de altura muito grande, mas é bem firme e cumpre o objetivo que eu precisava",5,positive
4767,2021-07-25,"Além de manter o notebook numa ótima posição, ajuda na refrigeração. Recomendo bastante.",5,positive
4768,2021-07-25,"Produto prático, fácil de dobrar e quando corretamente ajustado é bem estável. Poderia ter um acabamento macio no local que apoia o peso do notebook para evitar alguma marca no aparelho. Mas é muito bom!",5,positive
4769,2021-07-25,Simples e funcional,5,positive
4770,2021-07-26,"Fácil de dobrar, possui pés emborrachados. O ajuste de altura não é tão práico, mas dá para se adaptar. Posui duas travas de silicone só para evitar que o notebook deslise para frente.",5,positive
4771,2021-07-26,"Um ótimo suporte para notebook e tablets e ainda dá para regular a altura, recomendado!",5,positive
4772,2021-07-26,"è muito prático, fácil de adaptar para qualquer tamanho de notebook ou tablet, mas é um pouco complicado para dobrar e tem que ter muito cuidado na estabilidade. De qualquer forma, vale a pena",5,positive
4773,2021-07-26,"Bom, mas fica um pouco bambo!",4,positive
4774,2021-07-27,"Comprei o suporte e ele veio bem torno, sem ter como usar. Mas como precisava dele, devolvi o com defeito e comprei outro igual. O segundo veio perfeito. Recomendo!!",2,negative
4775,2021-07-27,"É difícil deixá-lo 100% alinhado, mas é um bom produto e cumpre bem o objetivo, levando em conta o custo benefício.",3,negative
4776,2021-07-28,Cumpre o que promete. Gostei bastante da construção,5,positive
4777,2021-07-28,"Gostei do produto, porém para conseguir uma estabilidade do notebook em cima dele é difícil e algumas vezes trabalhoso.",3,negative
4778,2021-07-28,Muito bom,5,positive
4779,2021-07-28,"Muito bom, estável, ótimo material gostei da cor!!!",5,positive
4780,2021-07-28,muito bom o suporte para note,5,positive
4781,2021-07-28,Péssimo produto. Ele é torto e o notebook não fica na posição correta. Devolvi e solicitei o reembolso.,1,negative
4782,2021-07-28,Atendeu bem minhas necessidades. Oferece a mesma estabilidade que suportes mais caros.,5,positive
4783,2021-07-28,Produto chegou torto e danificado,1,negative
4784,2021-07-28,Bom produto.,5,positive
4785,2021-07-28,Boa,5,positive
4786,2021-07-28,Não consegui firmar o suporte e o achei muito inclinado. Não estou usando.,2,negative
4787,2021-07-28,Um dos lados do suporte (que faz com que regule a altura) deszliza muito facilmente enquanto o outro não. Entao creio que seja defeito de fabricação,3,negative
4788,2021-07-28,Produto conforme descrito,5,positive
4789,2021-07-28,"O suporte é um pouco ""bambo"", mas funciona. Poderia ser mais firme.",3,negative
4790,2021-07-29,Suporte é bem firme e de fácil ajuste.,5,positive
4791,2021-07-29,útil.,4,positive
4792,2021-07-29,"Recebi o produto hoje e as primeiras impressões não são boas. Acredito que o suporte que eu recebi está empenado, pois mesmo regulando as hastes na mesma altura, o suporte fica bambo. Além disso, uma das hastes não possui firmeza na articulação que regula a altura, ela só fica firme no nível mais alto e mais baixo, quando tento deixar em uma altura média, a articulação desliza e não fixa. Vou tentar mexer mais no suporte para ver se consigo resolver esses problemas e usá-lo.",2,negative
4793,2021-07-29,Frágil e instável.,2,negative
4794,2021-07-29,"Bom, cumpre o que é proposto, é totalmente regulável então não tem problemas quanto ao tamanho do notebook ou tablet",5,positive
4795,2021-07-30,"Produto muito simples e leve. Não tem muito o que dizer, executa muito bem ao que se propõe.",4,positive
4796,2021-07-30,"Apesar de ser ótimo, eu achei ele meio fraquinho em certos aspectos. Os pézinhos ficam escorregando pro lado, e me dá um certo receio de arranhar o notebook quando coloco em cima.",4,positive
4797,2021-07-30,"Uma das astes de ferro do suporte veio torto por isso como pode-se ver nas imagens o suporte em ""pé"" fica penso, não fica em equilíbrio ;-; estou tentando desentortar mas não é fácil, é muito duro, espero conseguir, mas o produto chegou bem rápido",3,negative
4798,2021-07-30,ok,4,positive
4799,2021-07-30,Bom,5,positive
4800,2021-07-30,Excelente. Exatamente como foto. Ajusta altura e firme. Super bonito e estético. Recomendo.,5,positive
4801,2021-07-30,produto que recomendo,5,positive
4802,2021-07-30,"Ergonômico. Aguenta bem o peso do computador, mesmo um mais pesado. Meio chato de ajustar. Veio meio torto, mas permitiu um ajuste para estabilidade do computador. Recomendo a compra.",4,positive
4803,2021-07-31,Muito bom. Serve ao propósito.,5,positive
4804,2021-07-31,Fácil e prático de usar.Super recomendo.,5,positive
4805,2021-07-31,Suporte complicado de usar e pouco seguro.,2,negative
4806,2021-07-31,Ok,5,positive
4807,2021-07-31,"ótimo para leitura, vídeos, etc. Não recomento para digitação.",5,positive
4808,2021-07-31,Precisei do vídeo para entender a forma correta de utilização. Mas atende bem a função,4,positive
4809,2021-08-01,Meu namorado amou,5,positive
4810,2021-08-01,O produto é ruim. É pouco estável e o notebook fica balançando. Não recomendo. Vou comprar outro melhor.,1,negative
4811,2021-08-01,Muito fácil de montar e muito fácil de usar !,5,positive
4812,2021-08-01,"Bem fácil de utilizá-lo e ao fechar fica pequeno, sendo ótimo para transportar para outros lugares. Veio um pouco ""empenado"" mas foi tranquilo de arrumar.",5,positive
4813,2021-08-02,"Eu uso, porém não do jeito que, supostamente, era para ser usado. Precisei invertê-lo e usar um bloco de apoio em um dos lados. Não é estável e mesmo customizando altura e abertura dos aros, não ficou bom. Ele é fácil de dobrar e o design é minimalista, mas a funcionalidade deixou muito a desejar.",1,negative
4814,2021-08-02,Produto de excelente qualidade.,5,positive
4815,2021-08-02,"O produto é bem frágil, mas pelo preço atende super bem as expectativas! Indico!!!",4,positive
4816,2021-08-02,"Ele funciona bem após configurado. Porém foi preciso fazer alguma força para que ficasse estável, pois o ferro parecia torto. Após isso funcionou perfeitamente.",5,positive
4817,2021-08-02,Muito prático e discreto.,5,positive
4818,2021-08-03,Muito bom!,5,positive
4819,2021-08-03,"Veio um pouco torto, notebook não fica alinhado.",3,negative
4820,2021-08-03,"Fácil de montar, possui apoio em silicone evitando que o notebook caia ou risque durante o uso do suporte, permite que você regule a altura da máquina de acordo com a altura que precisa então independente da altura da mesa e cadeira o produto vai servir para o que propõem: ergonometria e postura adequada com segurança para horas de trabalho, estudo e atividades na tela! Estou usando a um mês e adorando.",5,positive
4821,2021-08-03,Ficou ótimo esse suporte. Deixou o notebook na altura perfeita e você pode fazer o ajuste da maneira que ficar melhor.,5,positive
4822,2021-08-03,Cumpriu minhas necessidades,5,positive
4823,2021-08-03,"A borracha que apoia o notebook não segura ele muito bem, se mexer muito no notebook a borracha ""sobe"". Isso aconteceu comigo pois não tenho teclado mecânico, preciso digitar no proprio notebook, então não encontrei muita estabilidade.",4,positive
4824,2021-08-03,"Realmente ele tem um pé torto, mas não atrapalha o uso de forma nenhuma!",5,positive
4825,2021-08-03,"Cumpre perfeitamente sua função, o que foi ótimo pelo preço.",5,positive
4826,2021-08-04,"Permite deixar o note totalmente em pé, e ficar firme. Ao contrário de outras marcas.",5,positive
4827,2021-08-04,"Produto perfeito, no prazo , recomendo.",5,positive
4828,2021-08-04,"Produto chegou muito rápido e bem embalado. Ele atendeu perfeitamente ao o que eu precisava, por ser leve e portátil, porém, uma das ""pernas"" dele veio um pouco frouxa e torta. Tirando isso, é bem útil e entrega o prometido.",4,positive
4829,2021-08-04,"É impossível alinhar este suporte, que provavelmente tem algum grau de imperfeição na fabricação, não existe uma posição onde o notebook fique alinhado, as borrachas de apoio são anéis que não travam e o suporte desliza pouco a pouco, em alguns dias seu notebook estará inclinado.Toda vez que eu limpo a mesa tenho que passar uns bons 5 minutos tentando colocar o suporte numa posição onde o notebook fique quase alinhado. Cada eixo T tem uma tensão e alinhamento diferente, eu simplesmente desisti da ideia de tentar alinhar o produto e uso de uma forma que o notebook fique visualmente alinhado.Se você não se importar com esse problema o produto da conta do recado...",1,negative
4830,2021-08-04,"Sim, a princípio não tinha conseguido adaptar ao meu notbook ,, depois que consegui super indico. Entrega dentro do prazo e bom atendimento.",5,positive
4831,2021-08-04,Excelente produto!,5,positive
4832,2021-08-05,Super prático. Altura do notebook fica excelente. Fácil de guardar.,5,positive
4833,2021-08-05,"Horrivel para segurar o notebook, o meu não encosta totalmente na mesa, o notebook fica balançando, veio torto, não volto a comprar deste suporte nunca mais.",1,negative
4834,2021-08-05,Muito bom,5,positive
4835,2021-08-05,"O produto, não é fácil de regular, é muito duro, não consigo mudar a posição sem que ele fique torto o que acaba me impedindo de utilizar com o notebook, e quando insisto não consigo usar o teclado pq fica balançando, totalmente instável.",1,negative
4836,2021-08-05,"Eu comprei pra apoiar meu notebook da Dell. Dá pra usar, mas não fica estável, tem que evitar ficar mexendo. Parece que nunca consigo ajustar direito.",4,positive
4837,2021-08-05,A mesa ficou com mais espaço e ficou mais cômodo teclar.,5,positive
4838,2021-08-05,"Ajustável, bom e de fácil utilização.",5,positive
4839,2021-08-05,"Bom, mas o meu chegou torto.",1,negative
4840,2021-08-05,O produto veio ABSURDAMENTE TORTO. O notebook fica desnivelado e me arrependi de ter comprado. Decidi confiar na Octopus por parecer uma marca de confiança e não vale o preço. Nem sei se vou conseguir utilizar. Estou extremamente insatisfeita.,1,negative
4841,2021-08-05,"Ele é muito maleavel, pouco estavel, nao me senti segura com a estabilidade do produto, pensei por diversas vezes que tinha montado errado mas realmente ele é mole... nao vale a pena, corre risco de danificar seu notebook, só nao devolvo por conta da burocracia, nao compraria novamente",3,negative
4842,2021-08-05,"Uma solução simples, fácil de usar, resistente e que atende bem à necessidade de melhoria de ergonomi de uma pessoa com 1,73 de altura. Ainda há margem para aumentar ou diminuir a altura.",5,positive
4843,2021-08-06,bom produto,4,positive
4844,2021-08-06,Muito necessário para ajudar na postura de quem fica muito tempo com o notebook. Recomendo!,5,positive
4845,2021-08-06,Esperava mais do produto,2,negative
4846,2021-08-06,"Não consegui estabilizar, fica desnivelado. Desisti do material, joguei fora e adquiri suporte de outro modelo.",1,negative
4847,2021-08-06,"O Produto é bem mediano, atende até que bem as expectativas, mas o meu empenou com poucas semanas de uso e o ajuste ficou folgado",3,negative
4848,2021-08-06,"Bom produto, ergonômico e fácil de manusear.",4,positive
4849,2021-08-07,Não consigo ajustar adequadamente. Acaba ficando torto para um dos lados. E qualquer movimento desajusta novamente. Não me acertei com esse suporte. Talvez eu não tenha entendido o funcionamento do produto,2,negative
4850,2021-08-07,"Em pouco tempo o suporte quebrou, não recomendo!!",1,negative
4851,2021-08-07,Atendeu a função mas não é tão simples,4,positive
4852,2021-08-08,O produto me atende muito bem e é compacto para levar para qualquer lugar.,5,positive
4853,2021-08-08,Muito bom! Superou expectativas,4,positive
4854,2021-08-08,"Serviu perfeitamente para o meu notebook dell 14"".",5,positive
4855,2021-08-08,Atendeu minhas expectativas,5,positive
4856,2021-08-09,"Com esse modelo o notebook fica bem suspenso, recomendo que tenha teclado de mesa pois digitar com ele não é muito prático. O suporte é ótimo!",5,positive
4857,2021-08-10,Muito prática e fácil de utilizar e guardar,5,positive
4858,2021-08-10,"O produto atende todas as expectativas, muito estavel, excelente",5,positive
4859,2021-08-10,"O suporte é bom. Fica bambo as vezes no lado direito, mas é tranquilo",5,positive
4860,2021-08-10,"Gostei bastante, é bem ergonômico. Mas, no meu caso, veio meio empenado e uma das hastes laterais veio mole.",4,positive
4861,2021-08-10,"O produto é bom, mas não te dá muitas opções de altura.",3,negative
4862,2021-08-10,"tive um pouco de dificuldade em colocar de uma forma que não ficasse torto e ""infalso"", mas funciona muito bem.",5,positive
4863,2021-08-10,"Prático, simples e com ótimo custo-benefício. Ajuda a manter uma boa posição do pescoço para trabalhar e permite que o computador respire bem",5,positive
4864,2021-08-10,"Ele é de excelente material,mas o notebook fica torto, por mais que eu mexa. Justamente por ser de boa construção, não consigo desentortar",3,negative
4865,2021-08-11,"O produto atende bem as exectativas e deixa o ambiente de instalação moderno. No início demorei para entender a montagem, mas depois que se entende, fica fácil sua utilização.",5,positive
4866,2021-08-11,Uso somente com o meu tablet e estou muito satisfeito de verdade. Coloco na mochila e vou para qualquer lugar com os dois. Leydson aqui do DF.,5,positive
4867,2021-08-11,"Gostei pois é barato e ao mesmo tempo bom, recomendo.",5,positive
4868,2021-08-12,Chegou dentro do prazo e tudo direitinho. O produto é excelente,5,positive
4869,2021-08-12,"Achei instável, tanto para endireitar o apoio como para manter o notebook em cima.",3,negative
4870,2021-08-12,"Suficiente e necessário, simples atendeu muito bem seu objetivo.",5,positive
4871,2021-08-12,ficou perfeito,5,positive
4872,2021-08-13,"O suporte é muito bom, atendeu para o meu notebook de 14 polegadas, com peso de 1,2kg.",5,positive
4873,2021-08-13,Top demais portátil e eficaz worthhhh demais galera podem comprar,5,positive
4874,2021-08-13,"A inclinação que deixa o computador é desconfortável, dessa forma, fica apenas viável caso houvesse um teclado e mouse a parte",3,negative
4875,2021-08-13,"Adoro o suporte, muito bom mesmo!",5,positive
4876,2021-08-14,Bom,4,positive
4877,2021-08-14,Acessórios muitos fracos.,3,negative
4878,2021-08-14,"É um produto bom e aparentemente resistente, pelo material que é feito. Porém, só a questão de usuabilidade que é um pouco difícil de conseguir acertar ele, para que a tela não fique torta, ou o suporte fique estável.",5,positive
4879,2021-08-14,O suporte veio torno e notbook fica empenado. Me arrependi pois nao uso.,1,negative
4880,2021-08-15,"Ótimo produto, só não chegou com manual mas foi fácil de montar.",5,positive
4881,2021-08-15,Ótimo produto!,5,positive
4882,2021-08-15,"muito bom mano, posso até posicionar livros com ele, pra eu não ter que inclinar minha cabeça 90° olhando pra mesa. ajuda muito pra quem tem problema de coluna. também achei muito resistente.",5,positive
4883,2021-08-15,"PRÓS:Suporte muito prático e funcional, feito com material de boa qualidade. Realmente ajuda na ventilação do notebook, já que deixa um bom espaço entre as entradas / saídas de ar e a superfície onde o suporte será apoiado. As travas de silicone na parte frontal ajudam a manter o notebook estável no suporte.CONTRAS:O ajuste das articulações do suporte para regular a altura poderia ser um pouco melhor, pois a altura mínima que se consegue com esse ajuste pode deixar a tela do notebook muito alta, dependendo da altura da mesa em que se esteja trabalhando.",4,positive
4884,2021-08-15,"Além de chegar rápido, funcionou super bem, pena que é meio chato pra montar, mas é super útil",5,positive
4885,2021-08-15,E bom e barato mas nao espere algo fora disso pra encaixar o note tem de ficar ajustando mas nada que atrapalhe o uso comprei pra presentear e a pessoa gostou ...,4,positive
4886,2021-08-15,"recomendo a compra do suporte, resistente de otimo acabamento muito util ,o notebook fica super refrigerado valeu a compra show de bola !!!",5,positive
4887,2021-08-16,"Suporte muito bom! É um pouco instável quanto ao nivelamento com a superfície, porém, nada que atrapalhe. Vale muito a pena!",5,positive
4888,2021-08-16,"É um produto portátil mas é molengo, instável e fica bambo.Não curti muito",1,negative
4889,2021-08-16,Chegou antes do prazo.Tamanho e qualidade dentro do esperado.,5,positive
4890,2021-08-16,"No início, você quebra um pouquinho a cabeça tentando entender como desdobrar e colocar o notebook corretamente. Mas depois, tudo funciona rapidinho. Estou bastante satisfeita.",5,positive
4891,2021-08-16,"Depois de desentortar é TOP, cumpre o propósito para um suporte genérico de tudo e principalmente de notebook. Uso para lousa branca, notebook e folhas.",4,positive
4892,2021-08-16,cumpre bem a função,5,positive
4893,2021-08-17,"Pesquisei muito antes de escolher qual suporte iria comprar, e meu único receio em relação ao suporte da OCTTO era alguns comentários sobre a estabilidade do produto. Ao chegar, vi que ele não estava nivelado com a superfície, o que deixaria o notebook ""bambeando"", porém, com uma pesquisa rápida no youtube achei o próprio canal da marca e lá eles ensinam direitinho como regulá-lo, foi fácil e ele ficou totalmente nivelado. Por fim, é um produto com ótima qualidade e que vale o preço cobrado.",5,positive
4894,2021-08-17,base bem ajustável e cumpre o que promete. bom investimento.,5,positive
4895,2021-08-17,"Ele é feito de um bom material, mas quebrou com menos de um ano de uso deixando o notbook torto pencando para o lado direito e a perna não trava.",1,negative
4896,2021-08-17,"O produto é bom, cumpre o que está na descrição.",5,positive
4897,2021-08-17,Ótimo produto!,5,positive
4898,2021-08-17,"Já tive vários, nenhum nunca foi perfeito, esse tb não é. As vezes um dos ajustes fica frouxo, instável... mas, de todo que já tive, foi o melhor.",5,positive
4899,2021-08-18,"Uma das partes do suporte não é muito estável, gera um pouco de receio no uso mas tem cumprido sua função.",4,positive
4900,2021-08-18,"Muito bom! Muito útil, confortável... estou satisfeita!",5,positive
4901,2021-08-18,"Aguenta o peso do laptop e fica em uma boa posição.Porém veio um pouco torto e os pés de frente não tocam a superfície da mesa na mesma altura, fica bambo. Se ajustar ora tocar a mesa juntos, o notebook fica torto (um lado mais alto que o outro).Só vale a pena se for necessário pra ser levar o na mochila porque é pequeno, leve e barato. Se for pra usar só em casa, não recomendo.",2,negative
